theta1,theta2,px,py
2,52,73.48095144,34.10565461
2,53,72.9125988,34.51105661
2,54,72.33725749,34.90647774
2,55,71.75510275,35.29179755
2,56,71.16631192,35.66689868
2,57,70.57106435,36.03166686
2,58,69.96954135,36.38599099
2,59,69.36192616,36.72976312
2,60,68.74840386,37.06287855
2,61,68.12916134,37.3852358
2,62,67.50438722,37.69673669
2,63,66.87427182,37.99728632
2,64,66.23900707,38.28679314
2,65,65.59878649,38.56516897
2,66,64.95380509,38.83232902
2,67,64.30425933,39.0881919
2,68,63.65034708,39.33267967
2,69,62.99226753,39.56571786
2,70,62.33022113,39.78723549
2,71,61.66440954,39.99716507
2,72,60.99503558,40.19544267
2,73,60.32230316,40.38200789
2,74,59.64641717,40.55680389
2,75,58.96758352,40.71977743
2,76,58.28600898,40.87087886
2,77,57.60190117,41.01006217
2,78,56.91546846,41.13728496
2,79,56.22691995,41.25250846
2,80,55.53646539,41.35569758
2,81,54.84431509,41.4468209
2,82,54.15067988,41.52585065
2,83,53.45577106,41.59276276
2,84,52.7598003,41.64753685
2,85,52.0629796,41.69015623
2,86,51.36552122,41.72060792
2,87,50.66763761,41.73888264
2,88,49.96954135,41.74497484
2,89,49.27144509,41.73888264
2,90,48.57356148,41.72060792
2,91,47.8761031,41.69015623
2,92,47.1792824,41.64753685
2,93,46.48331164,41.59276276
2,94,45.78840282,41.52585065
2,95,45.09476761,41.4468209
2,96,44.40261731,41.35569758
2,97,43.71216275,41.25250846
2,98,43.02361424,41.13728496
2,99,42.33718154,41.01006217
2,100,41.65307372,40.87087886
2,101,40.97149918,40.71977743
2,102,40.29266553,40.55680389
2,103,39.61677955,40.38200789
2,104,38.94404712,40.19544267
2,105,38.27467316,39.99716507
2,106,37.60886158,39.78723549
2,107,36.94681517,39.56571786
2,108,36.28873562,39.33267967
2,109,35.63482337,39.0881919
2,110,34.98527761,38.83232902
2,111,34.34029621,38.56516897
2,112,33.70007563,38.28679314
2,113,33.06481088,37.99728632
2,114,32.43469548,37.69673669
2,115,31.80992136,37.3852358
2,116,31.19067884,37.06287855
2,117,30.57715654,36.72976312
2,118,29.96954135,36.38599099
2,119,29.36801835,36.03166686
2,120,28.77277078,35.66689868
2,121,28.18397995,35.29179755
2,122,27.60182521,34.90647774
2,123,27.0264839,34.51105661
2,124,26.45813126,34.10565461
2,125,25.89694042,33.69039524
2,126,25.34308234,33.26540498
2,127,24.79672571,32.83081329
2,128,24.25803696,32.38675256
2,129,23.72718019,31.93335804
2,130,23.2043171,31.47076785
2,131,22.68960695,30.9991229
2,132,22.18320653,30.51856685
2,133,21.6852701,30.02924608
2,134,21.19594934,29.53130965
2,135,20.71539329,29.02490924
2,136,20.24374833,28.51019909
2,137,19.78115814,27.98733599
2,138,19.32776363,27.45647922
2,139,18.88370289,26.91779048
2,140,18.44911121,26.37143385
2,141,18.02412095,25.81757576
2,142,17.60886158,25.25638493
2,143,17.20345958,24.68803229
2,144,16.80803845,24.11269097
2,145,16.42271863,23.53053624
2,146,16.0476175,22.9417454
2,147,15.68284932,22.34649783
2,148,15.3285252,21.74497484
2,149,14.98475307,21.13735964
2,150,14.65163764,20.52383735
2,151,14.32928038,19.90459482
2,152,14.0177795,19.27982071
2,153,13.71722987,18.6497053
2,154,13.42772305,18.01444056
2,155,13.14934721,17.37421997
2,156,12.88218717,16.72923857
2,157,12.62632429,16.07969282
2,158,12.38183652,15.42578057
2,159,12.14879833,14.76770101
2,160,11.9272807,14.10565461
2,161,11.71735111,13.43984302
2,162,11.51907351,12.77046907
2,163,11.3325083,12.09773664
2,164,11.1577123,11.42185066
2,165,10.99473876,10.74301701
2,166,10.84363732,10.06144247
2,167,10.70445401,9.37733465
2,168,10.57723123,8.690901942
2,169,10.46200773,8.002353437
2,170,10.3588186,7.311898874
2,171,10.26769529,6.619748571
2,172,10.18866554,5.926113366
2,173,10.12175343,5.231204545
2,174,10.06697934,4.535233785
2,175,10.02435996,3.838413085
2,176,9.99390827,3.140954703
2,177,9.975633545,2.443071093
2,178,9.969541351,1.744974835
2,179,9.975633545,1.046878578
2,180,9.99390827,0.348994967
3,0,89.87665813,4.710236062
3,1,89.83403875,5.407056762
3,2,89.77926466,6.103027522
3,3,89.71235255,6.797936343
3,4,89.6333228,7.491571548
3,5,89.54219949,8.183721851
3,6,89.43901036,8.874176414
3,7,89.32378686,9.562724919
3,8,89.19656408,10.24915763
3,9,89.05738077,10.93326544
3,10,88.90627933,11.61483999
3,11,88.74330579,12.29367364
3,12,88.56850979,12.96955962
3,13,88.38194458,13.64229204
3,14,88.18366698,14.311666
3,15,87.97373739,14.97747759
3,16,87.75221976,15.63952399
3,17,87.51918157,16.29760355
3,18,87.2746938,16.95151579
3,19,87.01883092,17.60106155
3,20,86.75167088,18.24604295
3,21,86.47329504,18.88626354
3,22,86.18378822,19.52152828
3,23,85.88323859,20.15164368
3,24,85.57173771,20.7764178
3,25,85.24938045,21.39566032
3,26,84.91626502,22.00918262
3,27,84.57249289,22.61679781
3,28,84.21816877,23.21832081
3,29,83.85340058,23.81356838
3,30,83.47829946,24.40235921
3,31,83.09297964,24.98451395
3,32,82.69755851,25.55985527
3,33,82.29215651,26.1282079
3,34,81.87689714,26.68939874
3,35,81.45190688,27.24325683
3,36,81.0173152,27.78961345
3,37,80.57325446,28.3283022
3,38,80.11985995,28.85915897
3,39,79.65726976,29.38202207
3,40,79.1856248,29.89673221
3,41,78.70506875,30.40313263
3,42,78.21574799,30.90106906
3,43,77.71781156,31.39038983
3,44,77.21141114,31.87094588
3,45,76.69670099,32.34259083
3,46,76.1738379,32.80518102
3,47,75.64298113,33.25857554
3,48,75.10429238,33.70263627
3,49,74.55793575,34.13722796
3,50,74.00407766,34.56221821
3,51,73.44288683,34.97747759
3,52,72.87453419,35.38287958
3,53,72.29919288,35.77830071
3,54,71.71703814,36.16362053
3,55,71.12824731,36.53872166
3,56,70.53299973,36.90348984
3,57,69.93147674,37.25781396
3,58,69.32386155,37.6015861
3,59,68.71033925,37.93470153
3,60,68.09109673,38.25705878
3,61,67.46632261,38.56855966
3,62,66.83620721,38.86910929
3,63,66.20094246,39.15861612
3,64,65.56072188,39.43699195
3,65,64.91574047,39.70415199
3,66,64.26619472,39.96001487
3,67,63.61228247,40.20450264
3,68,62.95420292,40.43754084
3,69,62.29215651,40.65905846
3,70,61.62634493,40.86898805
3,71,60.95697097,41.06726565
3,72,60.28423854,41.25383086
3,73,59.60835256,41.42862686
3,74,58.92951891,41.5916004
3,75,58.24794437,41.74270184
3,76,57.56383655,41.88188515
3,77,56.87740384,42.00910793
3,78,56.18885534,42.12433144
3,79,55.49840078,42.22752056
3,80,54.80625047,42.31864388
3,81,54.11261527,42.39767363
3,82,53.41770645,42.46458574
3,83,52.72173569,42.51935982
3,84,52.02491499,42.5619792
3,85,51.32745661,42.59243089
3,86,50.629573,42.61070562
3,87,49.93147674,42.61679781
3,88,49.23338048,42.61070562
3,89,48.53549687,42.59243089
3,90,47.83803849,42.5619792
3,91,47.14121779,42.51935982
3,92,46.44524703,42.46458574
3,93,45.75033821,42.39767363
3,94,45.056703,42.31864388
3,95,44.3645527,42.22752056
3,96,43.67409814,42.12433144
3,97,42.98554963,42.00910793
3,98,42.29911692,41.88188515
3,99,41.61500911,41.74270184
3,100,40.93343456,41.5916004
3,101,40.25460091,41.42862686
3,102,39.57871493,41.25383086
3,103,38.90598251,41.06726565
3,104,38.23660855,40.86898805
3,105,37.57079696,40.65905846
3,106,36.90875056,40.43754084
3,107,36.250671,40.20450264
3,108,35.59675876,39.96001487
3,109,34.947213,39.70415199
3,110,34.3022316,39.43699195
3,111,33.66201101,39.15861612
3,112,33.02674627,38.86910929
3,113,32.39663087,38.56855966
3,114,31.77185675,38.25705878
3,115,31.15261423,37.93470153
3,116,30.53909193,37.6015861
3,117,29.93147674,37.25781396
3,118,29.32995374,36.90348984
3,119,28.73470617,36.53872166
3,120,28.14591534,36.16362053
3,121,27.5637606,35.77830071
3,122,26.98841928,35.38287958
3,123,26.42006665,34.97747759
3,124,25.85887581,34.56221821
3,125,25.30501772,34.13722796
3,126,24.7586611,33.70263627
3,127,24.21997235,33.25857554
3,128,23.68911558,32.80518102
3,129,23.16625248,32.34259083
3,130,22.65154234,31.87094588
3,131,22.14514192,31.39038983
3,132,21.64720549,30.90106906
3,133,21.15788472,30.40313263
3,134,20.67732867,29.89673221
3,135,20.20568372,29.38202207
3,136,19.74309353,28.85915897
3,137,19.28969901,28.3283022
3,138,18.84563828,27.78961345
3,139,18.41104659,27.24325683
3,140,17.98605634,26.68939874
3,141,17.57079696,26.1282079
3,142,17.16539497,25.55985527
3,143,16.76997384,24.98451395
3,144,16.38465402,24.40235921
3,145,16.00955289,23.81356838
3,146,15.64478471,23.21832081
3,147,15.29046059,22.61679781
3,148,14.94668845,22.00918262
3,149,14.61357302,21.39566032
3,150,14.29121577,20.7764178
3,151,13.97971489,20.15164368
3,152,13.67916526,19.52152828
3,153,13.38965843,18.88626354
3,154,13.1112826,18.24604295
3,155,12.84412256,17.60106155
3,156,12.58825968,16.95151579
3,157,12.34377191,16.29760355
3,158,12.11073371,15.63952399
3,159,11.88921609,14.97747759
3,160,11.6792865,14.311666
3,161,11.4810089,13.64229204
3,162,11.29444369,12.96955962
3,163,11.11964769,12.29367364
3,164,10.95667415,11.61483999
3,165,10.80557271,10.93326544
3,166,10.6663894,10.24915763
3,167,10.53916662,9.562724919
3,168,10.42394311,8.874176414
3,169,10.32075399,8.183721851
3,170,10.22963067,7.491571548
3,171,10.15060092,6.797936343
3,172,10.08368881,6.103027522
3,173,10.02891473,5.407056762
3,174,9.986295348,4.710236062
3,175,9.955843657,4.01277768
3,176,9.937568931,3.31489407
3,177,9.931476738,2.616797812
3,178,9.937568931,1.918701555
3,179,9.955843657,1.220817944
3,180,9.986295348,0.523359562
4,0,89.78076452,6.278082637
4,1,89.72599044,6.974053397
4,2,89.65907833,7.668962218
4,3,89.58004858,8.362597423
4,4,89.48892526,9.054747726
4,5,89.38573614,9.745202289
4,6,89.27051263,10.43375079
4,7,89.14328985,11.1201835
4,8,89.00410654,11.80429132
4,9,88.8530051,12.48586586
4,10,88.69003156,13.16469951
4,11,88.51523556,13.84058549
4,12,88.32867035,14.51331792
4,13,88.13039275,15.18269188
4,14,87.92046316,15.84850346
4,15,87.69894554,16.51054987
4,16,87.46590734,17.16862942
4,17,87.22141957,17.82254167
4,18,86.9655567,18.47208742
4,19,86.69839665,19.11706883
4,20,86.42002082,19.75728941
4,21,86.13051399,20.39255416
4,22,85.82996436,21.02266956
4,23,85.51846348,21.64744368
4,24,85.19610623,22.2666862
4,25,84.8629908,22.8802085
4,26,84.51921866,23.48782369
4,27,84.16489454,24.08934668
4,28,83.80012636,24.68459426
4,29,83.42502523,25.27338509
4,30,83.03970542,25.85553983
4,31,82.64428428,26.43088114
4,32,82.23888229,26.99923378
4,33,81.82362291,27.56042461
4,34,81.39863266,28.1142827
4,35,80.96404097,28.66063933
4,36,80.51998024,29.19932807
4,37,80.06658572,29.73018485
4,38,79.60399553,30.25304794
4,39,79.13235058,30.76775809
4,40,78.65179453,31.27415851
4,41,78.16247376,31.77209493
4,42,77.66453733,32.2614157
4,43,77.15813692,32.74197175
4,44,76.64342677,33.21361671
4,45,76.12056367,33.6762069
4,46,75.5897069,34.12960141
4,47,75.05101815,34.57366215
4,48,74.50466153,35.00825383
4,49,73.95080344,35.43324409
4,50,73.3896126,35.84850346
4,51,72.82125997,36.25390546
4,52,72.24591865,36.64932659
4,53,71.66376391,37.03464641
4,54,71.07497308,37.40974753
4,55,70.47972551,37.77451572
4,56,69.87820251,38.12883984
4,57,69.27058732,38.47261197
4,58,68.65706502,38.8057274
4,59,68.0378225,39.12808465
4,60,67.41304838,39.43958554
4,61,66.78293298,39.74013517
4,62,66.14766824,40.02964199
4,63,65.50744765,40.30801783
4,64,64.86246625,40.57517787
4,65,64.21292049,40.83104075
4,66,63.55900825,41.07552852
4,67,62.90092869,41.30856671
4,68,62.23888229,41.53008434
4,69,61.5730707,41.74001393
4,70,60.90369675,41.93829152
4,71,60.23096432,42.12485674
4,72,59.55507834,42.29965274
4,73,58.87624469,42.46262628
4,74,58.19467015,42.61372772
4,75,57.51056233,42.75291103
4,76,56.82412962,42.88013381
4,77,56.13558111,42.99535731
4,78,55.44512655,43.09854644
4,79,54.75297625,43.18966975
4,80,54.05934104,43.2686995
4,81,53.36443222,43.33561161
4,82,52.66846146,43.3903857
4,83,51.97164076,43.43300508
4,84,51.27418238,43.46345677
4,85,50.57629877,43.48173149
4,86,49.87820251,43.48782369
4,87,49.18010626,43.48173149
4,88,48.48222264,43.46345677
4,89,47.78476426,43.43300508
4,90,47.08794356,43.3903857
4,91,46.3919728,43.33561161
4,92,45.69706398,43.2686995
4,93,45.00342878,43.18966975
4,94,44.31127847,43.09854644
4,95,43.62082391,42.99535731
4,96,42.93227541,42.88013381
4,97,42.2458427,42.75291103
4,98,41.56173488,42.61372772
4,99,40.88016034,42.46262628
4,100,40.20132669,42.29965274
4,101,39.52544071,42.12485674
4,102,38.85270828,41.93829152
4,103,38.18333432,41.74001393
4,104,37.51752274,41.53008434
4,105,36.85547633,41.30856671
4,106,36.19739678,41.07552852
4,107,35.54348453,40.83104075
4,108,34.89393878,40.57517787
4,109,34.24895737,40.30801783
4,110,33.60873679,40.02964199
4,111,32.97347204,39.74013517
4,112,32.34335664,39.43958554
4,113,31.71858252,39.12808465
4,114,31.09934,38.8057274
4,115,30.4858177,38.47261197
4,116,29.87820251,38.12883984
4,117,29.27667952,37.77451572
4,118,28.68143194,37.40974753
4,119,28.09264111,37.03464641
4,120,27.51048637,36.64932659
4,121,26.93514506,36.25390546
4,122,26.36679242,35.84850346
4,123,25.80560159,35.43324409
4,124,25.2517435,35.00825383
4,125,24.70538687,34.57366215
4,126,24.16669813,34.12960141
4,127,23.63584135,33.6762069
4,128,23.11297826,33.21361671
4,129,22.59826811,32.74197175
4,130,22.09186769,32.2614157
4,131,21.59393127,31.77209493
4,132,21.1046105,31.27415851
4,133,20.62405445,30.76775809
4,134,20.15240949,30.25304794
4,135,19.6898193,29.73018485
4,136,19.23642479,29.19932807
4,137,18.79236405,28.66063933
4,138,18.35777237,28.1142827
4,139,17.93278211,27.56042461
4,140,17.51752274,26.99923378
4,141,17.11212074,26.43088114
4,142,16.71669961,25.85553983
4,143,16.3313798,25.27338509
4,144,15.95627867,24.68459426
4,145,15.59151048,24.08934668
4,146,15.23718636,23.48782369
4,147,14.89341423,22.8802085
4,148,14.5602988,22.2666862
4,149,14.23794155,21.64744368
4,150,13.92644066,21.02266956
