theta1,theta2,px,py
50,65,15.23465001,74.55453364
50,66,14.60453461,74.25398401
50,67,13.97976049,73.94248312
50,68,13.36051797,73.62012587
50,69,12.74699567,73.28701044
50,70,12.13938048,72.94323831
50,71,11.53785749,72.58891418
50,72,10.94260991,72.224146
50,73,10.35381908,71.84904487
50,74,9.771664345,71.46372506
50,75,9.19632303,71.06830393
50,76,8.627970393,70.66290193
50,77,8.066779558,70.24764256
50,78,7.512921471,69.8226523
50,79,6.966564842,69.38806061
50,80,6.427876097,68.94399988
50,81,5.897019325,68.49060536
50,82,5.37415623,68.02801518
50,83,4.859446082,67.55637022
50,84,4.353045666,67.07581417
50,85,3.855109237,66.5864934
50,86,3.365788471,66.08855697
50,87,2.88523242,65.58215656
50,88,2.413587465,65.06744641
50,89,1.950997275,64.54458332
50,90,1.49760276,64.01372654
50,91,1.053542026,63.4750378
50,92,0.61895034,62.92868117
50,93,0.193960082,62.37482308
50,94,-0.221299291,61.81363225
50,95,-0.626701287,61.24527961
50,96,-1.022122418,60.66993829
50,97,-1.407442233,60.08778356
50,98,-1.782543362,59.49899273
50,99,-2.147311544,58.90374515
50,100,-2.501635667,58.30222216
50,101,-2.845407801,57.69460697
50,102,-3.17852323,57.08108467
50,103,-3.500880483,56.46184215
50,104,-3.812381368,55.83706803
50,105,-4.112930997,55.20695263
50,106,-4.402437821,54.57168788
50,107,-4.680813654,53.9314673
50,108,-4.947973698,53.28648589
50,109,-5.203836576,52.63694014
50,110,-5.448324347,51.98302789
50,111,-5.68136254,51.32494833
50,112,-5.902880167,50.66290193
50,113,-6.112809754,49.99709034
50,114,-6.311087353,49.32771639
50,115,-6.497652567,48.65498396
50,116,-6.672448567,47.97909798
50,117,-6.835422107,47.30026433
50,118,-6.986523545,46.61868979
50,119,-7.125706854,45.93458197
50,120,-7.252929636,45.24814926
50,121,-7.368153139,44.55960076
50,122,-7.471342265,43.86914619
50,123,-7.562465581,43.17699589
50,124,-7.64149533,42.48336069
50,125,-7.708407439,41.78845187
50,126,-7.763181526,41.09248111
50,127,-7.805800906,40.39566041
50,128,-7.836252596,39.69820202
50,129,-7.854527322,39.00031841
50,130,-7.860619516,38.30222216
50,131,-7.854527322,37.6041259
50,132,-7.836252596,36.90624229
50,133,-7.805800906,36.20878391
50,134,-7.763181526,35.51196321
50,135,-7.708407439,34.81599245
50,136,-7.64149533,34.12108363
50,137,-7.562465581,33.42744842
50,138,-7.471342265,32.73529812
50,139,-7.368153139,32.04484355
50,140,-7.252929636,31.35629505
50,141,-7.125706854,30.66986234
50,142,-6.986523545,29.98575452
50,143,-6.835422107,29.30417998
50,144,-6.672448567,28.62534633
50,145,-6.497652567,27.94946035
50,146,-6.311087353,27.27672792
50,147,-6.112809754,26.60735397
50,148,-5.902880167,25.94154238
50,149,-5.68136254,25.27949598
50,150,-5.448324347,24.62141642
50,151,-5.203836576,23.96750417
50,152,-4.947973698,23.31795842
50,153,-4.680813654,22.67297702
50,154,-4.402437821,22.03275643
50,155,-4.112930997,21.39749169
50,156,-3.812381368,20.76737628
50,157,-3.500880483,20.14260217
50,158,-3.17852323,19.52335964
50,159,-2.845407801,18.90983735
50,160,-2.501635667,18.30222216
50,161,-2.147311544,17.70069916
50,162,-1.782543362,17.10545159
50,163,-1.407442233,16.51666076
50,164,-1.022122418,15.93450602
50,165,-0.626701287,15.3591647
50,166,-0.221299291,14.79081206
50,167,0.193960082,14.22962123
50,168,0.61895034,13.67576314
50,169,1.053542026,13.12940651
50,170,1.49760276,12.59071777
50,171,1.950997275,12.059861
50,172,2.413587465,11.5369979
50,173,2.88523242,11.02228775
50,174,3.365788471,10.51588734
50,175,3.855109237,10.01795091
50,176,4.353045666,9.528630142
50,177,4.859446082,9.048074091
50,178,5.37415623,8.576429137
50,179,5.897019325,8.113838947
50,180,6.427876097,7.660444431
51,0,56.63883519,69.94313653
51,1,56.09247857,70.37772822
51,2,55.53862048,70.80271847
51,3,54.97742964,71.21797785
51,4,54.40907701,71.62337984
51,5,53.83373569,72.01880098
51,6,53.25158095,72.40412079
51,7,52.66279012,72.77922192
51,8,52.06754255,73.1439901
51,9,51.46601955,73.49831422
51,10,50.85840436,73.84208636
51,11,50.24488206,74.17520179
51,12,49.62563954,74.49755904
51,13,49.00086542,74.80905992
51,14,48.37075002,75.10960955
51,15,47.73548528,75.39911638
51,16,47.09526469,75.67749221
51,17,46.45028329,75.94465226
51,18,45.80073753,76.20051513
51,19,45.14682529,76.4450029
51,20,44.48874573,76.6780411
51,21,43.82669933,76.89955872
51,22,43.16088774,77.10948831
51,23,42.49151379,77.30776591
51,24,41.81878136,77.49433112
51,25,41.14289538,77.66912712
51,26,40.46406173,77.83210066
51,27,39.78248719,77.9832021
51,28,39.09837937,78.12238541
51,29,38.41194666,78.24960819
51,30,37.72339815,78.3648317
51,31,37.03294359,78.46802082
51,32,36.34079329,78.55914414
51,33,35.64715808,78.63817389
51,34,34.95224926,78.705086
51,35,34.2562785,78.75986008
51,36,33.5594578,78.80247946
51,37,32.86199942,78.83293115
51,38,32.16411581,78.85120588
51,39,31.46601955,78.85729807
51,40,30.7679233,78.85120588
51,41,30.07003968,78.83293115
51,42,29.3725813,78.80247946
51,43,28.6757606,78.75986008
51,44,27.97978984,78.705086
51,45,27.28488102,78.63817389
51,46,26.59124582,78.55914414
51,47,25.89909551,78.46802082
51,48,25.20864095,78.3648317
51,49,24.52009245,78.24960819
51,50,23.83365974,78.12238541
51,51,23.14955192,77.9832021
51,52,22.46797738,77.83210066
51,53,21.78914373,77.66912712
51,54,21.11325775,77.49433112
51,55,20.44052532,77.30776591
51,56,19.77115136,77.10948831
51,57,19.10533978,76.89955872
51,58,18.44329337,76.6780411
51,59,17.78521382,76.4450029
51,60,17.13130157,76.20051513
51,61,16.48175582,75.94465226
51,62,15.83677441,75.67749221
51,63,15.19655383,75.39911638
51,64,14.56128908,75.10960955
51,65,13.93117368,74.80905992
51,66,13.30639956,74.49755904
51,67,12.68715704,74.17520179
51,68,12.07363474,73.84208636
51,69,11.46601955,73.49831422
51,70,10.86449656,73.1439901
51,71,10.26924898,72.77922192
51,72,9.680458152,72.40412079
51,73,9.098303414,72.01880098
51,74,8.522962098,71.62337984
51,75,7.954609461,71.21797785
51,76,7.393418626,70.80271847
51,77,6.839560539,70.37772822
51,78,6.29320391,69.94313653
51,79,5.754515165,69.4990758
51,80,5.223658393,69.04568128
51,81,4.700795298,68.58309109
51,82,4.18608515,68.11144614
51,83,3.679684734,67.63089009
51,84,3.181748305,67.14156932
51,85,2.692427539,66.64363289
51,86,2.211871488,66.13723248
51,87,1.740226533,65.62252233
51,88,1.277636344,65.09965923
51,89,0.824241828,64.56880246
51,90,0.380181094,64.03011371
51,91,-0.054410592,63.48375709
51,92,-0.479400849,62.929899
51,93,-0.894660223,62.36870816
51,94,-1.300062219,61.80035553
51,95,-1.69548335,61.22501421
51,96,-2.080803165,60.64285947
51,97,-2.455904294,60.05406864
51,98,-2.820672476,59.45882107
51,99,-3.174996599,58.85729807
51,100,-3.518768733,58.24968288
51,101,-3.851884162,57.63616058
51,102,-4.174241415,57.01691806
51,103,-4.485742299,56.39214394
51,104,-4.786291929,55.76202854
51,105,-5.075798753,55.1267638
51,106,-5.354174586,54.48654321
51,107,-5.62133463,53.84156181
51,108,-5.877197507,53.19201605
51,109,-6.121685279,52.53810381
51,110,-6.354723471,51.88002425
51,111,-6.576241099,51.21797785
51,112,-6.786170686,50.55216626
51,113,-6.984448285,49.88279231
51,114,-7.171013499,49.21005988
51,115,-7.345809499,48.5341739
51,116,-7.508783039,47.85534025
51,117,-7.659884477,47.17376571
51,118,-7.799067785,46.48965789
51,119,-7.926290568,45.80322518
51,120,-8.041514071,45.11467667
51,121,-8.144703197,44.42422211
51,122,-8.235826513,43.73207181
51,123,-8.314856262,43.0384366
51,124,-8.381768371,42.34352778
51,125,-8.436542458,41.64755702
51,126,-8.479161838,40.95073632
51,127,-8.509613528,40.25327794
51,128,-8.527888254,39.55539433
51,129,-8.533980448,38.85729807
51,130,-8.527888254,38.15920182
51,131,-8.509613528,37.4613182
51,132,-8.479161838,36.76385982
51,133,-8.436542458,36.06703912
51,134,-8.381768371,35.37106836
51,135,-8.314856262,34.67615954
51,136,-8.235826513,33.98252434
51,137,-8.144703197,33.29037403
51,138,-8.041514071,32.59991947
51,139,-7.926290568,31.91137097
51,140,-7.799067785,31.22493826
51,141,-7.659884477,30.54083044
51,142,-7.508783039,29.8592559
51,143,-7.345809499,29.18042225
51,144,-7.171013499,28.50453627
51,145,-6.984448285,27.83180384
51,146,-6.786170686,27.16242988
51,147,-6.576241099,26.4966183
51,148,-6.354723471,25.83457189
51,149,-6.121685279,25.17649234
51,150,-5.877197507,24.52258009
51,151,-5.62133463,23.87303434
51,152,-5.354174586,23.22805293
51,153,-5.075798753,22.58783235
51,154,-4.786291929,21.9525676
51,155,-4.485742299,21.3224522
51,156,-4.174241415,20.69767808
51,157,-3.851884162,20.07843556
51,158,-3.518768733,19.46491326
51,159,-3.174996599,18.85729807
51,160,-2.820672476,18.25577508
51,161,-2.455904294,17.6605275
51,162,-2.080803165,17.07173667
51,163,-1.69548335,16.48958193
51,164,-1.300062219,15.91424062
51,165,-0.894660223,15.34588798
51,166,-0.479400849,14.78469715
51,167,-0.054410592,14.23083906
51,168,0.380181094,13.68448243
51,169,0.824241828,13.14579369
51,170,1.277636344,12.61493691
51,171,1.740226533,12.09207382
51,172,2.211871488,11.57736367
51,173,2.692427539,11.07096325
51,174,3.181748305,10.57302683
51,175,3.679684734,10.08370606
51,176,4.18608515,9.603150008
51,177,4.700795298,9.131505054
51,178,5.223658393,8.668914864
51,179,5.754515165,8.215520348
51,180,6.29320391,7.771459615
52,0,55.40953278,70.92096782
52,1,54.85567469,71.34595808
52,2,54.29448386,71.76121746
52,3,53.72613122,72.16661945
52,4,53.15078991,72.56204058
52,5,52.56863517,72.9473604
52,6,51.97984434,73.32246153
52,7,51.38459676,73.68722971
52,8,50.78307377,74.04155383
52,9,50.17545858,74.38532597
52,10,49.56193628,74.71844139
52,11,48.94269376,75.04079865
52,12,48.31791964,75.35229953
52,13,47.68780424,75.65284916
52,14,47.05253949,75.94235599
52,15,46.41231891,76.22073182
52,16,45.7673375,76.48789186
52,17,45.11779175,76.74375474
52,18,44.4638795,76.98824251
52,19,43.80579994,77.2212807
52,20,43.14375354,77.44279833
52,21,42.47794196,77.65272792
52,22,41.808568,77.85100552
52,23,41.13583557,78.03757073
52,24,40.45994959,78.21236673
52,25,39.78111594,78.37534027
52,26,39.0995414,78.52644171
52,27,38.41543358,78.66562502
52,28,37.72900087,78.7928478
52,29,37.04045237,78.9080713
52,30,36.3499978,79.01126043
52,31,35.6578475,79.10238375
52,32,34.9642123,79.1814135
52,33,34.26930348,79.2483256
52,34,33.57333272,79.30309969
52,35,32.87651202,79.34571907
52,36,32.17905363,79.37617076
52,37,31.48117002,79.39444549
52,38,30.78307377,79.40053768
52,39,30.08497751,79.39444549
52,40,29.3870939,79.37617076
52,41,28.68963552,79.34571907
52,42,27.99281482,79.30309969
52,43,27.29684406,79.2483256
52,44,26.60193524,79.1814135
52,45,25.90830003,79.10238375
52,46,25.21614973,79.01126043
52,47,24.52569516,78.9080713
52,48,23.83714666,78.7928478
52,49,23.15071395,78.66562502
52,50,22.46660613,78.52644171
52,51,21.78503159,78.37534027
52,52,21.10619794,78.21236673
52,53,20.43031196,78.03757073
52,54,19.75757953,77.85100552
52,55,19.08820558,77.65272792
52,56,18.42239399,77.44279833
52,57,17.76034759,77.2212807
52,58,17.10226803,76.98824251
52,59,16.44835578,76.74375474
52,60,15.79881003,76.48789186
52,61,15.15382863,76.22073182
52,62,14.51360804,75.94235599
52,63,13.8783433,75.65284916
52,64,13.24822789,75.35229953
52,65,12.62345378,75.04079865
52,66,12.00421125,74.71844139
52,67,11.39068896,74.38532597
52,68,10.78307377,74.04155383
52,69,10.18155077,73.68722971
52,70,9.586303197,73.32246153
52,71,8.997512366,72.9473604
52,72,8.415357627,72.56204058
52,73,7.840016312,72.16661945
52,74,7.271663675,71.76121746
52,75,6.71047284,71.34595808
52,76,6.156614753,70.92096782
52,77,5.610258124,70.48637614
52,78,5.071569379,70.04231541
52,79,4.540712607,69.58892089
52,80,4.017849512,69.1263307
52,81,3.503139364,68.65468575
52,82,2.996738948,68.17412969
52,83,2.498802519,67.68480893
52,84,2.009481753,67.1868725
52,85,1.528925702,66.68047208
52,86,1.057280747,66.16576193
52,87,0.594690557,65.64289884
52,88,0.141296042,65.11204207
52,89,-0.302764692,64.57335332
52,90,-0.737356378,64.02699669
52,91,-1.162346636,63.47313861
52,92,-1.577606009,62.91194777
52,93,-1.983008005,62.34359513
52,94,-2.378429136,61.76825382
52,95,-2.763748952,61.18609908
52,96,-3.13885008,60.59730825
52,97,-3.503618262,60.00206068
52,98,-3.857942385,59.40053768
52,99,-4.201714519,58.79292249
52,100,-4.534829948,58.17940019
52,101,-4.857187201,57.56015767
52,102,-5.168688086,56.93538355
52,103,-5.469237715,56.30526815
52,104,-5.758744539,55.6700034
52,105,-6.037120372,55.02978282
52,106,-6.304280416,54.38480142
52,107,-6.560143294,53.73525566
52,108,-6.804631065,53.08134341
52,109,-7.037669258,52.42326386
52,110,-7.259186886,51.76121746
52,111,-7.469116472,51.09540587
52,112,-7.667394071,50.42603191
52,113,-7.853959285,49.75329948
52,114,-8.028755285,49.0774135
52,115,-8.191728825,48.39857985
52,116,-8.342830263,47.71700531
52,117,-8.482013572,47.0328975
52,118,-8.609236354,46.34646479
52,119,-8.724459858,45.65791628
52,120,-8.827648983,44.96746172
52,121,-8.918772299,44.27531142
52,122,-8.997802048,43.58167621
52,123,-9.064714157,42.88676739
52,124,-9.119488244,42.19079663
52,125,-9.162107624,41.49397593
52,126,-9.192559314,40.79651755
52,127,-9.21083404,40.09863394
52,128,-9.216926234,39.40053768
52,129,-9.21083404,38.70244142
52,130,-9.192559314,38.00455781
52,131,-9.162107624,37.30709943
52,132,-9.119488244,36.61027873
52,133,-9.064714157,35.91430797
52,134,-8.997802048,35.21939915
52,135,-8.918772299,34.52576394
52,136,-8.827648983,33.83361364
52,137,-8.724459858,33.14315908
52,138,-8.609236354,32.45461057
52,139,-8.482013572,31.76817787
52,140,-8.342830263,31.08407005
52,141,-8.191728825,30.40249551
52,142,-8.028755285,29.72366186
52,143,-7.853959285,29.04777588
52,144,-7.667394071,28.37504345
52,145,-7.469116472,27.70566949
52,146,-7.259186886,27.03985791
52,147,-7.037669258,26.3778115
52,148,-6.804631065,25.71973195
52,149,-6.560143294,25.0658197
52,150,-6.304280416,24.41627394
52,151,-6.037120372,23.77129254
52,152,-5.758744539,23.13107196
52,153,-5.469237715,22.49580721
52,154,-5.168688086,21.86569181
52,155,-4.857187201,21.24091769
52,156,-4.534829948,20.62167517
52,157,-4.201714519,20.00815287
52,158,-3.857942385,19.40053768
52,159,-3.503618262,18.79901468
52,160,-3.13885008,18.20376711
52,161,-2.763748952,17.61497628
52,162,-2.378429136,17.03282154
52,163,-1.983008005,16.45748023
52,164,-1.577606009,15.88912759
52,165,-1.162346636,15.32793675
52,166,-0.737356378,14.77407867
52,167,-0.302764692,14.22772204
52,168,0.141296042,13.68903329
52,169,0.594690557,13.15817652
52,170,1.057280747,12.63531343
52,171,1.528925702,12.12060328
52,172,2.009481753,11.61420286
52,173,2.498802519,11.11626643
52,174,2.996738948,10.62694567
52,175,3.503139364,10.14638962
52,176,4.017849512,9.674744661
52,177,4.540712607,9.212154471
52,178,5.071569379,8.758759956
52,179,5.610258124,8.314699222
52,180,6.156614753,7.880107536
53,0,54.16335208,71.8771959
53,1,53.60216125,72.29245528
53,2,53.03380861,72.69785727
53,3,52.4584673,73.0932784
53,4,51.87631256,73.47859822
53,5,51.28752173,73.85369935
53,6,50.69227415,74.21846753
53,7,50.09075116,74.57279165
53,8,49.48313597,74.91656379
53,9,48.86961367,75.24967922
53,10,48.25037115,75.57203647
53,11,47.62559703,75.88353735
53,12,46.99548163,76.18408698
53,13,46.36021688,76.47359381
53,14,45.7199963,76.75196964
53,15,45.07501489,77.01912969
53,16,44.42546914,77.27499256
53,17,43.77155689,77.51948033
53,18,43.11347734,77.75251853
53,19,42.45143093,77.97403615
53,20,41.78561935,78.18396574
53,21,41.11624539,78.38224334
53,22,40.44351296,78.56880855
53,23,39.76762698,78.74360455
53,24,39.08879333,78.90657809
53,25,38.40721879,79.05767953
53,26,37.72311097,79.19686284
53,27,37.03667826,79.32408562
53,28,36.34812976,79.43930913
53,29,35.6576752,79.54249825
53,30,34.96552489,79.63362157
53,31,34.27188969,79.71265132
53,32,33.57698087,79.77956343
53,33,32.88101011,79.83433751
53,34,32.18418941,79.87695689
53,35,31.48673103,79.90740858
53,36,30.78884742,79.92568331
53,37,30.09075116,79.9317755
53,38,29.3926549,79.92568331
53,39,28.69477129,79.90740858
53,40,27.99731291,79.87695689
53,41,27.30049221,79.83433751
53,42,26.60452145,79.77956343
53,43,25.90961263,79.71265132
53,44,25.21597742,79.63362157
53,45,24.52382712,79.54249825
53,46,23.83337256,79.43930913
53,47,23.14482405,79.32408562
53,48,22.45839134,79.19686284
53,49,21.77428352,79.05767953
53,50,21.09270898,78.90657809
53,51,20.41387533,78.74360455
53,52,19.73798935,78.56880855
53,53,19.06525692,78.38224334
53,54,18.39588297,78.18396574
53,55,17.73007138,77.97403615
53,56,17.06802498,77.75251853
53,57,16.40994542,77.51948033
53,58,15.75603318,77.27499256
53,59,15.10648742,77.01912969
53,60,14.46150602,76.75196964
53,61,13.82128543,76.47359381
53,62,13.18602069,76.18408698
53,63,12.55590529,75.88353735
53,64,11.93113117,75.57203647
53,65,11.31188865,75.24967922
53,66,10.69836635,74.91656379
53,67,10.09075116,74.57279165
53,68,9.489228161,74.21846753
53,69,8.893980588,73.85369935
53,70,8.305189757,73.47859822
53,71,7.723035019,73.0932784
53,72,7.147693704,72.69785727
53,73,6.579341066,72.29245528
53,74,6.018150232,71.8771959
53,75,5.464292145,71.45220565
53,76,4.917935516,71.01761396
53,77,4.37924677,70.57355323
53,78,3.848389998,70.12015871
53,79,3.325526903,69.65756852
53,80,2.810816755,69.18592357
53,81,2.304416339,68.70536752
53,82,1.80647991,68.21604675
53,83,1.317159144,67.71811032
53,84,0.836603093,67.2117099
53,85,0.364958139,66.69699976
53,86,-0.097632051,66.17413666
53,87,-0.551026567,65.64327989
53,88,-0.995087301,65.10459114
53,89,-1.429678987,64.55823452
53,90,-1.854669244,64.00437643
53,91,-2.269928617,63.44318559
53,92,-2.675330614,62.87483296
53,93,-3.070751745,62.29949164
53,94,-3.45607156,61.7173369
53,95,-3.831172689,61.12854607
53,96,-4.19594087,60.5332985
53,97,-4.550264994,59.9317755
53,98,-4.894037128,59.32416031
53,99,-5.227152557,58.71063801
53,100,-5.54950981,58.09139549
53,101,-5.861010694,57.46662137
53,102,-6.161560324,56.83650597
53,103,-6.451067148,56.20124123
53,104,-6.72944298,55.56102064
53,105,-6.996603025,54.91603924
53,106,-7.252465902,54.26649348
53,107,-7.496953674,53.61258124
53,108,-7.729991866,52.95450168
53,109,-7.951509494,52.29245528
53,110,-8.161439081,51.62664369
53,111,-8.35971668,50.95726974
53,112,-8.546281894,50.28453731
53,113,-8.721077893,49.60865133
53,114,-8.884051434,48.92981768
53,115,-9.035152872,48.24824314
53,116,-9.17433618,47.56413532
53,117,-9.301558963,46.87770261
53,118,-9.416782466,46.1891541
53,119,-9.519971592,45.49869954
53,120,-9.611094908,44.80654924
53,121,-9.690124657,44.11291403
53,122,-9.757036766,43.41800521
53,123,-9.811810853,42.72203445
53,124,-9.854430233,42.02521375
53,125,-9.884881923,41.32775537
53,126,-9.903156649,40.62987176
53,127,-9.909248842,39.9317755
53,128,-9.903156649,39.23367924
53,129,-9.884881923,38.53579563
53,130,-9.854430233,37.83833725
53,131,-9.811810853,37.14151655
53,132,-9.757036766,36.44554579
53,133,-9.690124657,35.75063697
53,134,-9.611094908,35.05700177
53,135,-9.519971592,34.36485146
53,136,-9.416782466,33.6743969
53,137,-9.301558963,32.9858484
53,138,-9.17433618,32.29941569
53,139,-9.035152872,31.61530787
53,140,-8.884051434,30.93373333
53,141,-8.721077893,30.25489968
53,142,-8.546281894,29.5790137
53,143,-8.35971668,28.90628127
53,144,-8.161439081,28.23690731
53,145,-7.951509494,27.57109573
53,146,-7.729991866,26.90904932
53,147,-7.496953674,26.25096977
53,148,-7.252465902,25.59705752
53,149,-6.996603025,24.94751177
53,150,-6.72944298,24.30253036
53,151,-6.451067148,23.66230978
53,152,-6.161560324,23.02704503
53,153,-5.861010694,22.39692963
53,154,-5.54950981,21.77215551
53,155,-5.227152557,21.15291299
53,156,-4.894037128,20.53939069
53,157,-4.550264994,19.9317755
53,158,-4.19594087,19.33025251
53,159,-3.831172689,18.73500493
53,160,-3.45607156,18.1462141
53,161,-3.070751745,17.56405936
53,162,-2.675330614,16.98871805
53,163,-2.269928617,16.42036541
53,164,-1.854669244,15.85917458
53,165,-1.429678987,15.30531649
53,166,-0.995087301,14.75895986
53,167,-0.551026567,14.22027111
53,168,-0.097632051,13.68941434
53,169,0.364958139,13.16655125
53,170,0.836603093,12.6518411
53,171,1.317159144,12.14544068
53,172,1.80647991,11.64750425
53,173,2.304416339,11.15818349
53,174,2.810816755,10.67762744
53,175,3.325526903,10.20598248
53,176,3.848389998,9.743392293
53,177,4.37924677,9.289997778
53,178,4.917935516,8.845937044
53,179,5.464292145,8.411345358
53,180,6.018150232,7.9863551
54,0,52.90067271,72.81152949
54,1,52.33232007,73.21693149
54,2,51.75697875,73.61235262
54,3,51.17482402,73.99767244
54,4,50.58603318,74.37277357
54,5,49.99078561,74.73754175
54,6,49.38926261,75.09186587
54,7,48.78164742,75.435638
54,8,48.16812513,75.76875343
54,9,47.5488826,76.09111069
54,10,46.92410849,76.40261157
54,11,46.29399308,76.7031612
54,12,45.65872834,76.99266802
54,13,45.01850775,77.27104386
54,14,44.37352635,77.5382039
54,15,43.7239806,77.79406678
54,16,43.07006835,78.03855455
54,17,42.41198879,78.27159274
54,18,41.74994239,78.49311037
54,19,41.0841308,78.70303996
54,20,40.41475685,78.90131756
54,21,39.74202442,79.08788277
54,22,39.06613844,79.26267877
54,23,38.38730479,79.42565231
54,24,37.70573025,79.57675375
54,25,37.02162243,79.71593706
54,26,36.33518972,79.84315984
54,27,35.64664122,79.95838334
54,28,34.95618665,80.06157247
54,29,34.26403635,80.15269578
54,30,33.57040115,80.23172553
54,31,32.87549232,80.29863764
54,32,32.17952156,80.35341173
54,33,31.48270086,80.39603111
54,34,30.78524248,80.4264828
54,35,30.08735887,80.44475753
54,36,29.38926261,80.45084972
54,37,28.69116636,80.44475753
54,38,27.99328275,80.4264828
54,39,27.29582436,80.39603111
54,40,26.59900366,80.35341173
54,41,25.9030329,80.29863764
54,42,25.20812408,80.23172553
54,43,24.51448888,80.15269578
54,44,23.82233858,80.06157247
54,45,23.13188401,79.95838334
54,46,22.44333551,79.84315984
54,47,21.7569028,79.71593706
54,48,21.07279498,79.57675375
54,49,20.39122044,79.42565231
54,50,19.71238679,79.26267877
54,51,19.03650081,79.08788277
54,52,18.36376838,78.90131756
54,53,17.69439443,78.70303996
54,54,17.02858284,78.49311037
54,55,16.36653644,78.27159274
54,56,15.70845688,78.03855455
54,57,15.05454463,77.79406678
54,58,14.40499888,77.5382039
54,59,13.76001748,77.27104386
54,60,13.11979689,76.99266802
54,61,12.48453214,76.7031612
54,62,11.85441674,76.40261157
54,63,11.22964263,76.09111069
54,64,10.6104001,75.76875343
54,65,9.996877805,75.435638
54,66,9.389262615,75.09186587
54,67,8.787739618,74.73754175
54,68,8.192492045,74.37277357
54,69,7.603701214,73.99767244
54,70,7.021546476,73.61235262
54,71,6.446205161,73.21693149
54,72,5.877852523,72.81152949
54,73,5.316661689,72.39627012
54,74,4.762803602,71.97127986
54,75,4.216446973,71.53668818
54,76,3.677758227,71.09262744
54,77,3.146901455,70.63923293
54,78,2.62403836,70.17664274
54,79,2.109328212,69.70499778
54,80,1.602927796,69.22444173
54,81,1.104991367,68.73512097
54,82,0.615670601,68.23718454
54,83,0.13511455,67.73078412
54,84,-0.336530404,67.21607397
54,85,-0.799120594,66.69321088
54,86,-1.25251511,66.16235411
54,87,-1.696575844,65.62366536
54,88,-2.13116753,65.07730873
54,89,-2.556157787,64.52345064
54,90,-2.97141716,63.96225981
54,91,-3.376819157,63.39390717
54,92,-3.772240288,62.81856586
54,93,-4.157560103,62.23641112
54,94,-4.532661232,61.64762029
54,95,-4.897429413,61.05237272
54,96,-5.251753537,60.45084972
54,97,-5.595525671,59.84323453
54,98,-5.9286411,59.22971223
54,99,-6.250998353,58.61046971
54,100,-6.562499237,57.98569559
54,101,-6.863048867,57.35558019
54,102,-7.152555691,56.72031544
54,103,-7.430931523,56.08009486
54,104,-7.698091568,55.43511346
54,105,-7.953954445,54.7855677
54,106,-8.198442217,54.13165545
54,107,-8.431480409,53.4735759
54,108,-8.652998037,52.81152949
54,109,-8.862927624,52.14571791
54,110,-9.061205223,51.47634395
54,111,-9.247770437,50.80361152
54,112,-9.422566436,50.12772554
54,113,-9.585539977,49.44889189
54,114,-9.736641415,48.76731735
54,115,-9.875824723,48.08320953
54,116,-10.00304751,47.39677683
54,117,-10.11827101,46.70822832
54,118,-10.22146014,46.01777376
54,119,-10.31258345,45.32562345
54,120,-10.3916132,44.63198825
54,121,-10.45852531,43.93707943
54,122,-10.5132994,43.24110867
54,123,-10.55591878,42.54428797
54,124,-10.58637047,41.84682959
54,125,-10.60464519,41.14894598
54,126,-10.61073739,40.45084972
54,127,-10.60464519,39.75275346
54,128,-10.58637047,39.05486985
54,129,-10.55591878,38.35741147
54,130,-10.5132994,37.66059077
54,131,-10.45852531,36.96462001
54,132,-10.3916132,36.26971119
54,133,-10.31258345,35.57607598
54,134,-10.22146014,34.88392568
54,135,-10.11827101,34.19347112
54,136,-10.00304751,33.50492261
54,137,-9.875824723,32.8184899
54,138,-9.736641415,32.13438209
54,139,-9.585539977,31.45280754
54,140,-9.422566436,30.77397389
54,141,-9.247770437,30.09808791
54,142,-9.061205223,29.42535549
54,143,-8.862927624,28.75598153
54,144,-8.652998037,28.09016994
54,145,-8.431480409,27.42812354
54,146,-8.198442217,26.77004399
54,147,-7.953954445,26.11613174
54,148,-7.698091568,25.46658598
54,149,-7.430931523,24.82160458
54,150,-7.152555691,24.181384
54,151,-6.863048867,23.54611925
54,152,-6.562499237,22.91600385
54,153,-6.250998353,22.29122973
54,154,-5.9286411,21.67198721
54,155,-5.595525671,21.05846491
54,156,-5.251753537,20.45084972
54,157,-4.897429413,19.84932672
54,158,-4.532661232,19.25407915
54,159,-4.157560103,18.66528832
54,160,-3.772240288,18.08313358
54,161,-3.376819157,17.50779226
54,162,-2.97141716,16.93943963
54,163,-2.556157787,16.37824879
54,164,-2.13116753,15.82439071
54,165,-1.696575844,15.27803408
54,166,-1.25251511,14.73934533
54,167,-0.799120594,14.20848856
54,168,-0.336530404,13.68562546
54,169,0.13511455,13.17091532
54,170,0.615670601,12.6645149
54,171,1.104991367,12.16657847
54,172,1.602927796,11.67725771
54,173,2.109328212,11.19670165
54,174,2.62403836,10.7250567
54,175,3.146901455,10.26246651
54,176,3.677758227,9.809071994
54,177,4.216446973,9.36501126
54,178,4.762803602,8.930419574
54,179,5.316661689,8.505429317
54,180,5.877852523,8.090169944
55,0,51.62187927,73.72368399
55,1,51.04653796,74.11910512
55,2,50.46438322,74.50442493
55,3,49.87559239,74.87952606
55,4,49.28034481,75.24429424
55,5,48.67882182,75.59861837
55,6,48.07120663,75.9423905
55,7,47.45768433,76.27550593
55,8,46.83844181,76.59786318
55,9,46.21366769,76.90936407
